Language,Key,Original Text (FR)
"ar","apropos.notre_mission_mettre","Notre mission : mettre en lumière la richesse culturelle de notre pays, 
                  faciliter l'accès aux œuvres, relier les acteurs et favoriser la transmission 
                  aux jeunes générations."
"ar","apropos.nos_valeurs","Nos Valeurs"
"ar","apropos.nous_contacter","Nous Contacter"
"ar","apropos.prnom","Prénom"
"ar","apropos.placeholder_votre_prnom","Votre prénom"
"ar","apropos.nom","Nom"
"ar","apropos.placeholder_votre_nom","Votre nom"
"ar","apropos.email","Email"
"ar","apropos.placeholder_votreemailexemplecom","votre.email@exemple.com"
"ar","apropos.sujet","Sujet"
"ar","apropos.placeholder_objet_votre_message","Objet de votre message"
"ar","apropos.message","Message"
"ar","apropos.placeholder_votre_message","Votre message..."
"ar","apropos.envoyer_message","Envoyer le message"
"ar","apropos.contact_direct","Contact direct"
"ar","apropos.pour_toute_question","Pour toute question ou collaboration :"
"ar","apropos.contactculturealgeriedz","contact@culturealgerie.dz"
"ar","ajouteroeuvre.chargement_des_catgories","Chargement des catégories..."
"ar","ajouteroeuvre.catgories","Catégories"
"ar","ajouteroeuvre.aucune_catgorie_disponible","Aucune catégorie disponible pour ce type d'œuvre."
"ar","ajouteroeuvre.catgories_1","Catégories"
"ar","ajouteroeuvre.slectionnez_une_plusieurs","Sélectionnez une ou plusieurs catégories pour classifier votre œuvre"
"ar","ajouteroeuvre.mode_ddition","Mode d'édition"
"ar","ajouteroeuvre.choisissez_comment_crer","Choisissez comment créer votre article"
"ar","ajouteroeuvre.formulaire_classique","Formulaire classique"
"ar","ajouteroeuvre.simple_rapide_pour","Simple et rapide pour les articles courts"
"ar","ajouteroeuvre.diteur_avanc","Éditeur avancé"
"ar","ajouteroeuvre.mise_page_riche","Mise en page riche avec blocs modulaires"
"ar","ajouteroeuvre.lditeur_avanc_vous","L'éditeur avancé vous permet de créer des articles structurés avec :"
"ar","ajouteroeuvre.titres_soustitres_hirarchiss","Titres et sous-titres hiérarchisés"
"ar","ajouteroeuvre.images_avec_lgendes","Images avec légendes et différents layouts"
"ar","ajouteroeuvre.citations_mises_forme","Citations mises en forme"
"ar","ajouteroeuvre.listes_tableaux","Listes et tableaux"
"ar","ajouteroeuvre.blocs_code_pour","Blocs de code pour les articles techniques"
"ar","ajouteroeuvre.isbn","ISBN"
"ar","ajouteroeuvre.nombre_pages","Nombre de pages"
"ar","ajouteroeuvre.placeholder_250","Ex: 250"
"ar","ajouteroeuvre.dure_minutes","Durée (minutes)"
"ar","ajouteroeuvre.placeholder_120","Ex: 120"
"ar","ajouteroeuvre.ralisateur","Réalisateur"
"ar","ajouteroeuvre.placeholder_nom_ralisateur","Nom du réalisateur"
"ar","ajouteroeuvre.dure_totale","Durée totale"
"ar","ajouteroeuvre.placeholder_4530","Ex: 45:30"
"ar","ajouteroeuvre.label_maison_production","Label / Maison de production"
"ar","ajouteroeuvre.placeholder_nom_label","Nom du label"
"ar","ajouteroeuvre.auteur","Auteur"
"ar","ajouteroeuvre.placeholder_nom_lauteur","Nom de l'auteur"
"ar","ajouteroeuvre.source_publication","Source / Publication"
"ar","ajouteroeuvre.placeholder_watan_monde","Ex: El Watan, Le Monde"
"ar","ajouteroeuvre.rsum_larticle","Résumé de l'article"
"ar","ajouteroeuvre.placeholder_rsum_chapeau_larticle","Résumé ou chapeau de l'article..."
"ar","ajouteroeuvre.url_larticle_optionnel","URL de l'article (optionnel)"
"ar","ajouteroeuvre.journal_revue","Journal / Revue"
"ar","ajouteroeuvre.placeholder_nom_journal_scientifique","Nom du journal scientifique"
"ar","ajouteroeuvre.doi","DOI"
"ar","ajouteroeuvre.placeholder_101234example","10.1234/example"
"ar","ajouteroeuvre.volume","Volume"
"ar","ajouteroeuvre.placeholder_ex_12","Ex: 12"
"ar","ajouteroeuvre.numro","Numéro"
"ar","ajouteroeuvre.placeholder_ex_3","Ex: 3"
"ar","ajouteroeuvre.pages","Pages"
"ar","ajouteroeuvre.placeholder_123145","Ex: 123-145"
"ar","ajouteroeuvre.article_valu_par","Article évalué par des pairs"
"ar","ajouteroeuvre.matriau_principal","Matériau principal"
"ar","ajouteroeuvre.placeholder_slectionnez_matriau","Sélectionnez un matériau"
"ar","ajouteroeuvre.aucun_matriau_disponible","Aucun matériau disponible"
"ar","ajouteroeuvre.technique_utilise","Technique utilisée"
"ar","ajouteroeuvre.placeholder_slectionnez_une_technique","Sélectionnez une technique"
"ar","ajouteroeuvre.aucune_technique_disponible","Aucune technique disponible"
"ar","ajouteroeuvre.dimensions","Dimensions (cm)"
"ar","ajouteroeuvre.placeholder_30x20x15","Ex: 30x20x15"
"ar","ajouteroeuvre.poids","Poids (kg)"
"ar","ajouteroeuvre.placeholder_ex_1_5","Ex: 1.5"
"ar","ajouteroeuvre.technique_artistique","Technique artistique"
"ar","ajouteroeuvre.placeholder_huile_sur_toile","Ex: Huile sur toile, Aquarelle"
"ar","ajouteroeuvre.dimensions_1","Dimensions (cm)"
"ar","ajouteroeuvre.placeholder_100x80","Ex: 100x80"
"ar","ajouteroeuvre.support","Support"
"ar","ajouteroeuvre.placeholder_toile_papier_bois","Ex: Toile, Papier, Bois"
"ar","ajouteroeuvre.chargement_des_donnes","Chargement des données..."
"ar","ajouteroeuvre.ressayer","Réessayer"
"ar","ajouteroeuvre.retour","Retour"
"ar","ajouteroeuvre.ajouter_une_uvre","Ajouter une œuvre"
"ar","ajouteroeuvre.partagez_votre_cration","Partagez votre création avec la communauté"
"ar","ajouteroeuvre.connect_tant_que","Connecté en tant que"
"ar","ajouteroeuvre.vous_devez_tre","Vous devez être connecté pour ajouter une œuvre."
"ar","ajouteroeuvre.connecter","Se connecter"
"ar","ajouteroeuvre.type_duvre","Type d'œuvre"
"ar","ajouteroeuvre.informations_gnrales","Informations générales"
"ar","ajouteroeuvre.titre_luvre","Titre de l'œuvre *"
"ar","ajouteroeuvre.placeholder_lart_calligraphie_maghrebine","Ex: L'art de la calligraphie maghrebine"
"ar","ajouteroeuvre.langue","Langue *"
"ar","ajouteroeuvre.franais","Français"
"ar","ajouteroeuvre.anne_cration","Année de création"
"ar","ajouteroeuvre.prix","Prix (en DA)"
"ar","ajouteroeuvre.placeholder_1200","Ex: 1200"
"ar","ajouteroeuvre.description","Description *"
"ar","ajouteroeuvre.placeholder_dcrivez_votre_uvre","Décrivez votre œuvre, son contexte, ses influences..."
"ar","ajouteroeuvre.informations_spcifiques","Informations spécifiques -"
"ar","ajouteroeuvre.tags","Tags"
"ar","ajouteroeuvre.placeholder_ajouter_tag","Ajouter un tag..."
"ar","ajouteroeuvre.tags_suggrs","Tags suggérés :"
"ar","ajouteroeuvre.fichiers_mdias","Fichiers et médias"
"ar","ajouteroeuvre.premire_image_ajoute","La première image ajoutée sera automatiquement l'image principale. 
                          Cliquez sur une autre image pour la définir comme principale."
"ar","ajouteroeuvre.mdias_ajouts","Médias ajoutés"
"ar","ajouteroeuvre.dfinir_comme_principale","Définir comme principale"
"ar","ajouteroeuvre.mb","MB"
"ar","ajouteroeuvre.ajouter_des_mdias","Ajouter des médias"
"ar","ajouteroeuvre.glissezdposez_vos_fichiers","Glissez-déposez vos fichiers ou cliquez pour sélectionner"
"ar","ajouteroeuvre.images_vidos_audio","Images, vidéos, audio ou documents (max 100MB par fichier)"
"ar","ajouteroeuvre.choisir_des_fichiers","Choisir des fichiers"
"ar","ajouteroeuvre.sauvegarder_comme_brouillon","Sauvegarder comme brouillon"
"ar","ajouteroeuvre.publier_luvre","Publier l'œuvre"
"ar","common_patrimoinesection.description_citadelle_historique_classe","Citadelle historique classée au patrimoine mondial de l'UNESCO"
"ar","common_patrimoinesection.description_art_rupestre_prhistorique","Art rupestre préhistorique dans un paysage lunaire unique"
"ar","common_patrimoinesection.description_architecture_mozabite_tradit","Architecture mozabite traditionnelle et mode de vie ancestral"
"ar","common_patrimoinesection.patrimoine_culturel","Patrimoine culturel"
"ar","common_patrimoinesection.explorez_les_trsors","Explorez les trésors architecturaux et naturels qui témoignent 
            de la richesse millénaire de l'Algérie"
"ar","common_patrimoinesection.carte_interactive_patrimoine","Carte interactive du patrimoine"
"ar","common_patrimoinesection.explorez_plus_sites","Explorez plus de 50 sites culturels à travers l'Algérie"
"ar","common_patrimoinesection.ouvrir_carte","Ouvrir la carte"
"ar","common_patrimoinesection.unesco","UNESCO"
"ar","common_patrimoinesection.dcouvrir","Découvrir"
"ar","common_patrimoinesection.voir_tous_les","Voir tous les sites patrimoniaux"
"ar","common_oeuvressection.title_ltranger","L'Étranger"
"ar","common_oeuvressection.description_chefduvre_littrature_existen","Chef-d'œuvre de la littérature existentialiste par l'auteur franco-algérien"
"ar","common_oeuvressection.title_bataille_dalger","La Bataille d'Alger"
"ar","common_oeuvressection.description_film_emblmatique_sur","Film emblématique sur la guerre d'indépendance algérienne"
"ar","common_oeuvressection.title_calligraphie_maghrbine_contemporai","Calligraphie Maghrébine Contemporaine"
"ar","common_oeuvressection.description_uvres_calligraphiques_mlant","Œuvres calligraphiques mêlant tradition arabe et modernité"
"ar","common_oeuvressection.bibliothque_numrique","Bibliothèque numérique"
"ar","common_oeuvressection.dcouvrez_tlchargez_les","Découvrez et téléchargez les œuvres littéraires, cinématographiques 
            et artistiques qui enrichissent le patrimoine culturel algérien"
"ar","common_oeuvressection.par","par"
"ar","common_oeuvressection.avis","avis)"
"ar","common_oeuvressection.tlchargements","téléchargements"
"ar","common_oeuvressection.aperu_disponible","Aperçu disponible"
"ar","common_oeuvressection.aperu","Aperçu"
"ar","common_oeuvressection.acheter","Acheter"
"ar","common_oeuvressection.explorer_toute_bibliothque","Explorer toute la bibliothèque"
"ar","common_notificationbell.aria-label_notifications","Notifications"
"ar","common_notificationbell.notifications","Notifications"
"ar","common_notificationbell.toutes","Toutes"
"ar","common_notificationbell.non_lues","Non lues"
"ar","common_notificationbell.title_tout_marquer_comme","Tout marquer comme lu"
"ar","common_notificationbell.nouvelle","nouvelle"
"ar","common_notificationbell.aucune_nouvelle_notification","Aucune nouvelle notification"
"ar","common_notificationbell.chargement","Chargement..."
"ar","common_notificationbell.aucune_notification","Aucune notification"
"ar","common_notificationbell.title_marquer_comme","Marquer comme lu"
"ar","common_notificationbell.title_supprimer","Supprimer"
"ar","common_notificationbell.voir_plus","Voir plus →"
"ar","common_notificationbell.voir_toutes_les","Voir toutes les notifications"
"ar","common_notificationbell.prfrences","Préférences"
"ar","common_evenementssection.title_festival_international_musique","Festival International de Musique Andalouse"
"ar","common_evenementssection.description_clbration_lhritage_musical","Célébration de l'héritage musical andalou avec des artistes internationaux"
"ar","common_evenementssection.title_exposition_dart_contemporain","Exposition d'Art Contemporain Maghrébin"
"ar","common_evenementssection.description_dcouverte_des_uvres","Découverte des œuvres d'artistes contemporains du Maghreb"
"ar","common_evenementssection.title_journes_patrimoine_amazigh","Journées du Patrimoine Amazigh"
"ar","common_evenementssection.description_immersion_dans_culture","Immersion dans la culture amazighe : langue, artisanat et traditions"
"ar","common_evenementssection.vnements_culturels","Événements culturels"
"ar","common_evenementssection.participez_aux_festivals","Participez aux festivals, expositions et célébrations qui animent 
            la scène culturelle algérienne"
"ar","common_evenementssection.sinscrire_lvnement","S'inscrire à l'événement"
"ar","common_evenementssection.voir_tous_les","Voir tous les événements"
"ar","common_connectionstatus.connect","Connecté"
"ar","common_connectionstatus.connect_1","Connecté"
"ar","common_connectionstatus.connexion","Connexion..."
"ar","common_connectionstatus.dconnect","Déconnecté"
"ar","common_connectionstatus.erreur","Erreur:"
"ar","common_connectionstatus.tentatives_reconnexion","Tentatives de reconnexion:"
"ar","common_connectionstatus.mode_dgrad_polling","Mode dégradé (polling)"
"ar","common_connectionstatus.id","ID:"
"ar","common_connectionstatus.connexion_1","Connexion..."
"ar","common_connectionstatus.mode_hors_ligne","Mode hors ligne"
"ar","common_categoriesection.chargement_des_catgories","Chargement des catégories..."
"ar","common_categoriesection.catgories","Catégories"
"ar","common_categoriesection.aucune_catgorie_disponible","Aucune catégorie disponible pour ce type d'œuvre."
"ar","common_categoriesection.catgories_1","Catégories"
"ar","common_categoriesection.slectionnez_une_plusieurs","Sélectionnez une ou plusieurs catégories pour classifier votre œuvre"
"ar","common_cartepatrimoine.description_citadelle_historique_inscrit","Citadelle historique inscrite au patrimoine mondial de l'UNESCO depuis 1992"
"ar","common_cartepatrimoine.description_plateau_montagneux_avec","Plateau montagneux avec art rupestre préhistorique, patrimoine mondial UNESCO"
"ar","common_cartepatrimoine.description_ensemble_architectural_mozab","Ensemble architectural mozabite unique au monde, patrimoine UNESCO depuis 1982"
"ar","common_cartepatrimoine.description_ancienne_cit_romaine","Ancienne cité romaine de Thamugadi, parfaitement conservée"
"ar","common_cartepatrimoine.description_cuicul_ancienne_ville","Cuicul, ancienne ville romaine aux vestiges exceptionnels"
"ar","common_cartepatrimoine.description_vestiges_puniques_romains","Vestiges puniques, romains et chrétiens face à la Méditerranée"
"ar","common_cartepatrimoine.carte_interactive_patrimoine","Carte interactive du patrimoine"
"ar","common_cartepatrimoine.ouvrir_grand","Ouvrir en grand"
"ar","common_cartepatrimoine.exploration_patrimoine_algrien","Exploration du patrimoine algérien"
"ar","common_cartepatrimoine.explorez_plus_sites","Explorez plus de 6 sites UNESCO et monuments historiques à travers l'Algérie"
"ar","common_cartepatrimoine.parcours_dcouverte","Parcours découverte"
"ar","common_cartepatrimoine.choisissez_itinraire_thmatique","Choisissez un itinéraire thématique pour découvrir les merveilles du patrimoine algérien"
"ar","common_cartepatrimoine.sites","sites"
"ar","common_cartepatrimoine.parcours_actif","Parcours actif :"
"ar","common_cartepatrimoine.itinraire_trac_sur","Itinéraire tracé sur la carte avec"
"ar","common_cartepatrimoine.monuments","monuments"
"ar","common_cartepatrimoine.effacer","Effacer"
"ar","common_cartepatrimoine.unesco","UNESCO"
"ar","common_cartepatrimoine.visiteurs","Visiteurs"
"ar","common_cartepatrimoine.dure","Durée"
"ar","common_cartepatrimoine.poque","Époque"
"ar","common_cartepatrimoine.statut","Statut"
"ar","common_cartepatrimoine.rserver_une_visite","Réserver une visite"
"ar","common_cartepatrimoine.plus_dinformations","Plus d'informations"
"ar","common_cartepatrimoine.fermer","Fermer"
"ar","notifications_preferences.prfrences_notifications","Préférences de notifications"
"ar","notifications_preferences.notifications_navigateur_dsactives","Notifications navigateur désactivées"
"ar","notifications_preferences.activez_les_notifications","Activez les notifications navigateur pour recevoir des alertes en temps réel même lorsque l'application est en arrière-plan."
"ar","notifications_preferences.activer_les_notifications","Activer les notifications navigateur"
"ar","notifications_preferences.title_paramtres_gnraux","Paramètres généraux"
"ar","notifications_preferences.description_grez_vos_prfrences","Gérez vos préférences globales de notification"
"ar","notifications_preferences.label_notifications_actives","Notifications activées"
"ar","notifications_preferences.description_activer_dsactiver_toutes","Activer ou désactiver toutes les notifications"
"ar","notifications_preferences.label_notifications_par_email","Notifications par email"
"ar","notifications_preferences.description_recevoir_les_notifications","Recevoir les notifications importantes par email"
"ar","notifications_preferences.label_notifications_sms","Notifications SMS"
"ar","notifications_preferences.description_recevoir_les_notifications_1","Recevoir les notifications urgentes par SMS"
"ar","notifications_preferences.title_types_notifications","Types de notifications"
"ar","notifications_preferences.description_choisissez_les_types","Choisissez les types de notifications que vous souhaitez recevoir"
"ar","notifications_preferences.label_nouveaux_vnements","Nouveaux événements"
"ar","notifications_preferences.description_tre_notifi_lors","Être notifié lors de la création de nouveaux événements culturels"
"ar","notifications_preferences.label_modifications_programme","Modifications de programme"
"ar","notifications_preferences.description_recevoir_des_alertes","Recevoir des alertes en cas de changement dans les programmes d'événements"
"ar","notifications_preferences.label_rappels_dvnements","Rappels d'événements"
